score,ccp_alpha,class_weight,criterion,max_depth,max_features,max_leaf_nodes,min_impurity_decrease,min_impurity_split,min_samples_leaf,min_samples_split,min_weight_fraction_leaf,random_state,splitter
0.8156698312740519,0.0,nan,entropy,3,nan,nan,0.0,nan,5,5,0.0,42,best
