score,model__depth,model__learning_rate_index,model__learning_rate_values,model__learning_rate_leaf,model__optimizer,model__loss,model__initializer_values,model__initializer_index,model__initializer_leaf,model__random_seed,model__objective,training__batch_size,training__epochs,training__restarts,training__restart_type,training__early_stopping_epochs,training__early_stopping_type
0.92498539317703,9,0.01,0.0005,0.0005,adam,poisson,GlorotUniform,GlorotUniform,GlorotUniform,42,classification,2048,2000,2,loss,200,loss
