score,ccp_alpha,class_weight,criterion,max_depth,max_features,max_leaf_nodes,min_impurity_decrease,min_impurity_split,min_samples_leaf,min_samples_split,min_weight_fraction_leaf,random_state,splitter
0.6979473283254785,0.0,nan,gini,7,nan,nan,0.0,nan,1,10,0.0,42,best
